,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1210,38,technician,married,unknown,no,yes,no,cellular,nov,mon,320,1,1286,-3,nonexistent,-3.3759854959317326,92.38650675024564,-25.182329913578997,0.6383284294274082,5031.377859931719,yes
1211,24,retired,unknown,university.degree,no,yes,no,cellular,may,mon,419,4,830,-1,nonexistent,-1.2235104320658792,93.46371409786286,-38.8712843044305,0.6975769391423408,5003.116109678873,no
1212,23,technician,married,basic.4y,no,unknown,no,cellular,nov,tue,356,2,798,1,nonexistent,-2.7680945427443637,92.8336234025306,-31.412713080881026,0.8323630597465707,5001.733906921041,no
1213,32,admin.,single,high.school,no,yes,no,cellular,nov,mon,110,2,493,1,nonexistent,-1.3072557436247436,93.93602070957043,-40.019687378338716,0.9435527247577663,4977.064384538233,yes
1214,46,technician,unknown,unknown,unknown,no,no,cellular,jul,thu,210,2,1007,0,failure,-1.22075587392046,94.18698571557921,-41.33163317556162,0.6591806574761786,4999.85983700662,no
1215,unknown,retired,unknown,university.degree,no,yes,no,cellular,nov,mon,2209,5,761,-2,nonexistent,-1.2056041367281574,93.5180167368682,-40.55498095697112,0.9941285605472268,4990.095446225692,yes
1216,43,admin.,unknown,basic.4y,no,yes,no,cellular,nov,mon,191,2,1250,0,failure,-3.014888371818002,92.90337893924475,-28.643280334026556,0.6471065441673481,5013.828595536125,no
1217,69,retired,married,high.school,no,yes,no,cellular,nov,mon,206,2,-202,4,failure,-2.610875137778222,93.41515662034797,-34.02293499462406,0.6976917977686378,4996.083718681921,yes
1218,28,retired,married,high.school,unknown,no,no,cellular,sep,tue,113,1,1359,1,failure,-1.1265708314677592,93.97314960393811,-37.91334484608903,0.7654023599957256,4974.975271410884,no
1219,28,blue-collar,single,unknown,no,yes,no,cellular,nov,tue,124,2,670,0,nonexistent,-1.943967475327226,94.31725900299968,-42.840534947304235,0.7747598260562267,4987.733309671086,no
1220,63,student,single,unknown,unknown,yes,no,cellular,aug,thu,586,0,330,0,nonexistent,-1.3020548645042127,93.61095847178574,-40.01603555354869,0.9943997275518488,4993.115681769529,yes
1221,37,admin.,married,university.degree,unknown,yes,no,cellular,sep,fri,182,3,482,1,failure,-1.5364050678133523,93.08294248541709,-33.63651057428559,0.6727287036515732,5002.9932926512465,no
1222,unknown,technician,unknown,university.degree,no,no,no,cellular,nov,wed,167,0,993,1,nonexistent,-2.9647092928549337,92.99563447466888,-34.045313789972674,0.955691451372415,5005.661230095112,no
1223,20,student,single,unknown,no,yes,no,cellular,jun,tue,191,2,395,3,failure,-2.821401010419736,93.13807459676218,-31.456002888429627,0.7250975059068612,5004.6479113711675,no
1224,71,student,single,unknown,no,no,no,cellular,nov,tue,284,2,406,3,failure,-1.6257957824162252,92.91828127792789,-27.883513883491446,0.9496568955218403,4980.346037282304,no
1225,unknown,management,single,unknown,unknown,yes,no,cellular,sep,thu,121,2,611,1,failure,-1.106311989636334,94.45762814424549,-42.62345263736015,0.8083675927063073,4975.779195174345,no
1226,30,student,married,high.school,no,no,no,cellular,sep,thu,204,0,774,0,nonexistent,-1.6388178437362275,93.45841856898173,-35.34754266145303,0.8493501212026131,4993.545855912377,no
1227,26,unemployed,married,high.school,no,no,no,cellular,jul,wed,453,2,538,0,nonexistent,-1.2122382336415871,93.62305757596846,-36.78284131948412,0.6986610811558791,4992.26412975912,yes
1228,unknown,student,married,unknown,no,yes,no,cellular,sep,wed,242,2,944,1,nonexistent,-1.1123614327308422,93.83424131519837,-37.7226543922446,0.9087749873189099,4976.22542458413,no
1229,49,technician,single,university.degree,no,no,no,cellular,jun,thu,427,2,536,1,failure,-2.054230081674003,93.20515877225635,-34.0915383929964,0.6488779252095968,5012.551007498477,yes
1230,91,blue-collar,divorced,university.degree,no,yes,no,cellular,jun,wed,209,2,828,0,nonexistent,-2.3483778915105438,93.55704446616309,-32.44220986758319,0.6875806426837773,5003.729684622849,no
1231,45,retired,single,unknown,no,no,no,cellular,sep,thu,408,3,26,2,failure,-1.979219092697647,93.0852209785581,-28.013556819536902,0.6819332717295709,4990.335847810081,yes
1232,36,blue-collar,single,university.degree,unknown,yes,no,cellular,aug,thu,294,3,973,0,nonexistent,-2.335800240610567,93.60305531862096,-33.41313495369918,0.8478706593446437,4988.220868680028,no
1233,unknown,admin.,single,high.school,no,yes,no,cellular,nov,wed,156,1,906,2,failure,-3.1521972663701994,92.62841124147107,-29.155429501205283,0.8110276581715494,5003.777458620838,no
1234,30,admin.,single,university.degree,no,yes,no,cellular,nov,fri,111,2,1155,0,nonexistent,-3.399871946700106,91.81921734495853,-27.588644721844187,0.6538378428681744,5062.085842675166,no
1235,31,technician,married,university.degree,no,yes,no,cellular,jul,wed,148,2,1853,-2,nonexistent,-2.5767950828730717,93.37358630598665,-34.958057408799775,0.6437189576427363,5020.737550085125,no
1236,34,technician,married,unknown,no,yes,no,cellular,nov,thu,214,1,790,1,nonexistent,-1.9689577657768615,93.46100970995528,-36.735805701809525,0.9304824353430363,4986.882272152619,yes
1237,41,management,unknown,high.school,no,unknown,no,cellular,jul,thu,279,4,1157,0,nonexistent,-2.0978466763744468,93.82681887274047,-40.06780612829772,0.7026811766777284,4999.4899494174615,no
1238,unknown,student,single,basic.6y,no,yes,no,cellular,jun,tue,204,2,-81,2,failure,-1.2506170521819464,94.0996566878466,-39.82364353284631,0.8981628496430256,4979.573182399518,no
1239,unknown,technician,unknown,high.school,unknown,yes,yes,cellular,jun,mon,162,3,829,1,failure,-1.1054545792828865,94.77978349732092,-45.41373284276169,1.0109132050548595,4956.621097987071,no
1240,37,admin.,unknown,unknown,no,no,no,cellular,jul,mon,299,2,339,2,failure,-1.1284352573841194,94.73205746955192,-43.96120382209525,0.7756192463419938,4978.353818096769,no
1241,46,technician,married,basic.6y,no,yes,no,cellular,jun,thu,307,3,928,1,failure,-2.66978983766069,92.83803757218693,-27.848122960144973,0.6668484591019211,5009.8029024850985,no
1242,28,blue-collar,married,unknown,no,no,no,cellular,jun,wed,264,1,98,2,failure,-2.7806549853423608,93.47031046409641,-32.80974301890967,0.7241740490314696,5001.322612252461,yes
1243,47,admin.,unknown,professional.course,unknown,no,no,cellular,jul,tue,201,3,1106,0,failure,-2.747225851905211,93.01059967954978,-29.332621801061645,0.8200578361961979,5005.214434504277,no
1244,24,admin.,married,university.degree,no,no,no,cellular,sep,wed,220,2,1004,0,nonexistent,-1.194654203716763,93.77673069460904,-38.26013437501289,0.7666775025180774,4984.241924799446,yes
1245,36,technician,single,basic.4y,unknown,unknown,no,cellular,jul,mon,1409,3,871,0,nonexistent,-1.5622495544527548,93.83002814638492,-36.75961103952426,0.6724986487108549,5010.220189633305,yes
1246,33,self-employed,married,unknown,unknown,yes,no,cellular,aug,wed,208,1,791,1,nonexistent,-2.785020787629284,92.95299342488524,-31.261040420741793,0.721248464070944,5012.555907231425,no
1247,24,technician,divorced,unknown,unknown,yes,no,cellular,jul,tue,89,4,-30,2,failure,-3.217525376870579,93.02656416492815,-34.49499271673571,0.7018292473633474,5023.251739938639,yes
1248,38,admin.,married,unknown,no,yes,no,cellular,nov,tue,190,3,1935,-1,failure,-1.2217828317590276,93.93490505089636,-41.92894392799766,0.9217386814050721,4976.911434303879,yes
1249,40,retired,unknown,basic.9y,no,unknown,no,cellular,may,fri,349,-1,631,0,nonexistent,-3.3678538031629124,92.39701724666972,-27.11842427091921,0.6345440839353207,5046.3436974336055,yes
1250,27,admin.,married,university.degree,no,yes,no,cellular,nov,tue,137,5,858,1,nonexistent,-1.1027359290284218,94.90215200186013,-50.75730909255861,1.029081844431304,4959.780294097278,yes
1251,31,admin.,married,unknown,no,no,no,cellular,jul,thu,208,0,1234,1,failure,-1.5322116410175453,93.54667629810696,-38.75325730271936,0.8039042240561585,4998.9988117310095,yes
1252,33,management,married,unknown,no,no,no,cellular,jul,fri,241,3,1657,-1,failure,-3.3819350669169363,92.77748146892475,-24.37617299619027,0.6340683425460498,5032.039109268359,yes
1253,74,housemaid,married,university.degree,unknown,no,no,cellular,aug,fri,275,1,965,1,nonexistent,-1.534110435034468,93.46952328580777,-36.505585956432164,0.7686808275053895,4996.945553730294,no
1254,23,retired,divorced,unknown,unknown,unknown,no,cellular,jun,thu,231,2,337,1,nonexistent,-1.5217490750090203,93.65240653587762,-36.98205550884584,0.784849402942492,4995.6385917836105,yes
1255,37,admin.,married,unknown,unknown,no,no,cellular,nov,tue,355,2,278,1,nonexistent,-2.947570728095721,93.15247341989891,-32.4238248310577,0.6492424152199883,5014.105215863329,yes
1256,28,admin.,married,basic.9y,no,no,no,cellular,jul,thu,444,3,83,2,failure,-1.8938672942719694,93.59358595486101,-36.744755985668625,0.8699064487758555,4992.964959539708,yes
1257,46,technician,unknown,unknown,unknown,yes,yes,cellular,may,tue,198,3,499,1,nonexistent,-2.050135307051513,93.5190782996961,-35.54740897677294,0.7849142183457678,5006.836291459971,no
1258,56,admin.,unknown,university.degree,no,yes,no,cellular,nov,tue,141,2,725,1,failure,-3.3393838595777936,92.89434805573863,-27.27412167089559,0.6375893571359363,5027.35723649123,no
1259,58,retired,married,unknown,no,yes,no,cellular,nov,thu,150,2,99,1,failure,-3.3885347714126697,92.05110888829148,-25.468212597850727,0.638227438927195,5049.530623207495,no
1260,unknown,technician,unknown,university.degree,unknown,unknown,no,cellular,nov,mon,145,0,59,2,nonexistent,-3.3234188415576726,92.61567203046744,-31.53004138364165,0.8438504004472707,5022.097054830797,yes
1261,36,admin.,married,unknown,no,no,no,cellular,jul,tue,142,3,782,2,failure,-2.0931808311969196,93.91299971781471,-34.96428015019566,0.7159071655728962,4994.598980688729,yes
1262,unknown,retired,single,unknown,no,yes,no,cellular,may,thu,147,2,370,0,nonexistent,-1.3046891378519345,93.89160398440588,-37.60231996319246,0.6594510684477181,4993.8349526103175,yes
1263,56,housemaid,unknown,professional.course,unknown,no,no,cellular,jun,thu,363,0,329,3,failure,-1.506077631906964,93.92595818613184,-37.7208058091883,0.8814008744630126,4986.458016808839,yes
1264,49,services,single,professional.course,unknown,no,no,cellular,sep,thu,22,4,1267,0,nonexistent,-1.6012904362903364,92.94544180426249,-32.592336372255204,0.6667505316948568,5011.17551553949,no
1265,31,blue-collar,single,professional.course,no,yes,no,cellular,jun,fri,188,2,285,1,nonexistent,-1.4783241080679965,94.04582928956336,-37.1095501414402,0.7216461634443291,4989.435341214579,no
1266,20,management,single,university.degree,unknown,yes,no,cellular,aug,tue,114,1,694,0,nonexistent,-2.7165231181518936,93.08087851032563,-33.66691522468578,0.7422914896221375,5008.07097146296,no
1267,unknown,self-employed,unknown,basic.4y,no,yes,no,cellular,may,mon,176,1,688,1,failure,-1.1803249515837724,93.99775038996873,-41.919563189902696,0.9512388821817888,4987.764845511544,no
1268,45,technician,married,unknown,no,no,no,cellular,jun,wed,242,0,418,1,nonexistent,-2.0309953328778354,94.21802172685149,-42.909323219807945,0.9172624208920785,4989.970084349736,yes
1269,unknown,student,single,university.degree,no,no,no,cellular,sep,wed,321,2,342,1,failure,-1.100023605035895,95.00898898970593,-42.6562103258344,0.9825745391013212,4954.177338411083,yes
1270,26,admin.,unknown,university.degree,no,yes,no,cellular,sep,wed,36,1,746,1,failure,-1.1000067123635096,95.36444040193786,-52.935761169518116,0.9887363127436503,4952.946887681081,no
1271,23,retired,single,unknown,unknown,yes,no,cellular,sep,wed,280,2,575,1,nonexistent,-1.220583193970794,93.42920019126171,-33.483249778093196,0.6625233250441583,4996.045688711769,no
1272,33,retired,single,unknown,unknown,no,no,cellular,jul,tue,53,4,425,2,failure,-1.2733843317835558,94.5769312003438,-42.09105478558143,0.69083242465996,4983.577364591415,no
1273,28,entrepreneur,single,unknown,no,unknown,no,cellular,sep,mon,491,1,784,1,nonexistent,-2.180184455944489,93.24183484790906,-32.65686194322981,0.8622063803306308,4991.8737323268615,yes
1274,87,retired,married,unknown,no,no,no,cellular,may,thu,413,3,-139,3,failure,-1.2449424105711557,93.66208647496316,-40.65668969481607,0.7154407046178627,5002.046546145517,yes
1275,27,student,unknown,unknown,no,no,no,cellular,nov,mon,678,2,765,1,nonexistent,-1.6649066384214284,93.23712120846253,-34.50657161406054,0.8424949140738471,4989.808830232563,yes
1276,38,admin.,married,unknown,unknown,yes,no,cellular,jun,fri,281,4,702,2,nonexistent,-1.2524622782095896,94.08445711290697,-39.289667066758504,0.6590800671713283,4993.071547098239,yes
1277,53,retired,unknown,unknown,no,no,no,cellular,jun,tue,202,3,304,1,nonexistent,-3.1790249613220354,93.2730466772766,-36.58956006300038,0.6896084287933235,5013.695482762151,yes
1278,43,self-employed,unknown,high.school,unknown,yes,no,cellular,jul,fri,209,1,1029,0,nonexistent,-2.793824130722382,93.67756485846024,-35.95239857911274,0.7807636482503454,4991.30636915842,yes
1279,48,technician,single,unknown,no,yes,no,cellular,jun,wed,211,0,177,1,nonexistent,-2.799953582866804,93.18050764369615,-31.344616495005436,0.6704773309874485,5008.060514909431,yes
1280,25,admin.,divorced,professional.course,unknown,yes,no,cellular,nov,thu,211,4,1078,1,failure,-1.3387502325225542,94.2209423946621,-40.542047792370795,0.9623303201004842,4976.143988862883,no
1281,80,admin.,unknown,unknown,no,yes,no,cellular,jul,tue,303,3,1585,-1,nonexistent,-1.386787393394897,94.7427032583297,-47.3153066262678,0.8608989720566895,4987.146373511476,no
1282,unknown,housemaid,unknown,unknown,unknown,no,no,cellular,sep,fri,127,-1,1364,0,nonexistent,-3.0937459634671,92.45185066190047,-26.522828102510378,0.819577322966877,5005.837032433742,no
1283,38,admin.,divorced,unknown,no,yes,no,cellular,sep,thu,208,2,711,-1,nonexistent,-1.6523792294844282,93.26485414687637,-31.017567806323964,0.7924977135742166,4985.75488718565,no
1284,unknown,technician,unknown,unknown,no,no,no,cellular,may,wed,33,-1,980,1,failure,-1.3341799513679433,93.88117982492118,-37.37548848890353,0.6368010540181205,5007.340789768614,no
1285,unknown,blue-collar,married,unknown,unknown,yes,no,cellular,sep,wed,237,-1,878,0,nonexistent,-1.1964786457018324,93.53545475173888,-36.92341616378347,0.798374112568511,4992.1826512705875,no
1286,36,admin.,unknown,unknown,unknown,no,no,cellular,nov,thu,112,1,914,0,nonexistent,-3.097045278585606,93.13724111567653,-30.789702338809768,0.7216517980369861,4999.5744474166995,yes
1287,45,management,married,unknown,no,no,no,cellular,jul,tue,415,2,1196,0,nonexistent,-1.1342499023576726,93.98752478147806,-41.82178858637725,0.9561500403452902,4984.399154295606,no
1288,24,student,single,unknown,no,yes,no,cellular,nov,mon,252,1,252,2,failure,-1.3702273151892181,94.2573687777147,-43.046198681348564,1.0166464109785687,4977.231914361535,no
1289,83,admin.,single,unknown,no,yes,no,cellular,may,mon,129,2,-283,3,success,-1.123903179911645,94.76619173186312,-45.178012897074225,0.7342542373960562,4987.559186221956,yes
1290,35,retired,divorced,unknown,unknown,yes,no,cellular,nov,tue,124,2,-156,1,failure,-2.156817425875835,93.07330459864981,-32.90310167514447,0.720969646463899,5000.477893353659,no
1291,33,housemaid,single,high.school,no,yes,no,cellular,aug,tue,399,3,998,1,failure,-1.1000146104779684,95.11739039615165,-52.037295113757224,1.0303530053730328,4964.2445441234,no
1292,23,retired,unknown,unknown,no,yes,no,cellular,nov,thu,387,1,535,2,failure,-1.2228837862178334,93.45798835057462,-32.713840808789726,0.871979177024184,4985.6487516400375,yes
1293,40,admin.,divorced,unknown,no,unknown,no,cellular,jun,tue,194,2,540,1,failure,-1.4457150051988366,94.04900635278558,-42.141309447922474,0.7030661872644247,4995.774619940191,no
1294,70,technician,unknown,unknown,no,yes,no,cellular,may,thu,81,4,368,1,failure,-2.0725637839071416,93.95320663084159,-35.11335966675351,0.6356890800080021,5023.539580129402,yes
1295,unknown,blue-collar,married,university.degree,no,unknown,no,cellular,nov,mon,159,1,982,0,nonexistent,-3.268569591151724,92.65930583534283,-30.380868164238436,0.6538752734371575,5032.961495343726,no
1296,44,technician,single,professional.course,no,yes,no,cellular,jul,mon,190,0,821,1,failure,-1.480544477129642,94.22205566498566,-42.02977604118611,0.9989832224662424,4969.8781531073455,yes
1297,unknown,admin.,married,unknown,no,yes,no,cellular,may,tue,70,3,1306,0,nonexistent,-1.5218895281771707,93.88437289790849,-34.4167641025583,0.6705665193882892,5001.920290469548,no
1298,38,technician,unknown,unknown,no,yes,no,cellular,nov,tue,309,0,17,4,failure,-1.107660957490137,94.05000109982171,-45.124711791938815,0.9208659641752452,4982.114103079051,no
1299,unknown,admin.,married,unknown,no,no,no,cellular,aug,mon,219,1,1193,0,nonexistent,-2.3229615476093635,93.75370499937951,-34.593727204829264,0.8648580709418892,4995.989073191677,yes
1300,40,unemployed,married,university.degree,unknown,unknown,no,cellular,sep,fri,327,4,756,1,failure,-2.909200003132605,93.04509418282639,-25.580605179602493,0.6552986253798787,5005.801250006078,yes
1301,64,technician,divorced,unknown,no,no,no,cellular,nov,thu,127,0,616,0,nonexistent,-3.39934264277588,91.45787065119467,-20.53467168432195,0.7073582253960368,5035.508682237169,yes
1302,26,technician,unknown,basic.4y,unknown,unknown,no,cellular,aug,mon,256,2,195,1,nonexistent,-2.399908405843323,93.52132370689068,-37.38371692494428,0.7415323188528805,5010.06085215096,yes
1303,32,admin.,single,unknown,no,unknown,no,cellular,aug,thu,343,2,1738,0,nonexistent,-2.3290793146131774,93.571526070019,-34.55384428551633,0.7647338425065313,5001.144460564145,no
1304,unknown,retired,unknown,unknown,no,no,no,cellular,jun,tue,77,0,-201,2,failure,-1.2395800576434635,94.49758101459639,-41.4865444823932,0.7890906171907591,4975.812022293117,yes
1305,48,admin.,unknown,unknown,unknown,no,yes,cellular,nov,tue,378,3,554,1,failure,-3.1854602633604325,92.94576278137097,-33.75890407515106,0.7933793618108542,5015.592235437652,yes
1306,23,services,married,university.degree,no,yes,no,cellular,jul,thu,455,3,1205,1,failure,-1.587966646222527,93.82576491363051,-36.590384673177105,0.6499327558643891,5015.8326467133775,yes
1307,29,technician,single,high.school,no,unknown,no,cellular,sep,mon,345,3,920,-1,nonexistent,-1.4971613615656527,93.44766888662197,-33.36313831892167,0.7665448122174666,4991.272624122939,no
1308,46,retired,married,unknown,unknown,no,no,cellular,sep,mon,211,0,812,2,nonexistent,-1.8773078026308987,93.03123035585362,-32.123344346775994,0.8450754437950033,4990.384700477267,yes
1309,108,admin.,unknown,unknown,no,yes,no,cellular,jun,thu,252,0,1122,0,nonexistent,-3.308949020689174,92.65862236162835,-30.70523742607774,0.7189388394005062,5033.542384093,no
1310,unknown,blue-collar,single,unknown,no,unknown,no,cellular,nov,tue,161,2,1023,-1,nonexistent,-3.3803089629422223,92.86027752598943,-31.526630178606915,0.9000708968824835,5006.832323271561,no
1311,59,unemployed,unknown,unknown,unknown,yes,no,cellular,nov,thu,189,1,1421,0,nonexistent,-3.3469115766653315,92.01111415474685,-28.47362955386487,0.669484463795233,5024.915644265727,yes
1312,unknown,admin.,single,university.degree,no,no,no,cellular,jul,thu,344,1,422,1,nonexistent,-1.6505891282825569,94.02350807201319,-36.90574965492505,0.8085684037413811,4986.972658042796,yes
1313,62,blue-collar,married,high.school,no,yes,no,cellular,may,thu,143,4,750,-1,nonexistent,-1.8835029686176066,93.79070299152832,-41.50180309638425,0.7138748946799038,5002.573663051262,no
1314,29,admin.,single,university.degree,no,unknown,no,cellular,aug,wed,204,0,400,1,nonexistent,-2.093574388386478,93.89710489683993,-37.5773116678975,0.8333649859862653,4994.419310829241,no
1315,41,admin.,unknown,unknown,no,unknown,no,cellular,sep,thu,1330,2,879,1,nonexistent,-1.100741113790694,94.15970386308159,-42.824059431160684,0.899001346814553,4972.231853702839,yes
1316,unknown,blue-collar,married,unknown,no,unknown,no,cellular,jul,thu,213,-1,499,0,failure,-2.473124090818228,92.88122476680829,-33.768996914031405,0.6485240694598207,5025.009507271617,yes
1317,36,admin.,unknown,professional.course,no,yes,no,cellular,nov,wed,170,2,436,2,failure,-1.6567635800958254,92.79701042864632,-30.47747800624711,0.6898619044164302,5002.701223296159,no
1318,25,student,married,unknown,no,no,no,cellular,jun,thu,322,2,1070,0,nonexistent,-3.0138564871223124,92.96359174783991,-29.454872305524354,0.6529245292185862,5021.868512009496,yes
1319,43,self-employed,married,unknown,unknown,no,no,cellular,sep,tue,222,1,933,1,failure,-2.2065009014035892,92.85638703853341,-30.412760283544237,0.6999102894002606,5003.949063652091,no
1320,unknown,admin.,divorced,unknown,no,no,no,cellular,jul,thu,344,4,904,2,failure,-3.2605127181503835,93.09828787421873,-29.30700889461953,0.8292448397248088,5014.103897144912,no
1321,unknown,admin.,single,unknown,no,no,no,cellular,nov,thu,297,-1,331,1,nonexistent,-1.1333575777875504,94.30019506052757,-44.48406932811244,0.8166469195032942,4983.315182979149,yes
1322,41,admin.,married,university.degree,no,no,no,cellular,aug,wed,327,0,245,2,failure,-1.100068235192102,94.38919777544423,-39.730617875242416,0.7190810354545661,4972.954267561557,no
1323,45,admin.,married,basic.6y,no,no,no,cellular,nov,tue,187,1,-136,2,nonexistent,-3.3360620343922878,92.47728650209751,-27.740691539937778,0.6446418112498882,5024.508357503705,yes
1324,44,technician,unknown,unknown,no,no,no,cellular,jun,tue,196,2,306,2,failure,-3.11146344941398,93.2725153157542,-35.70910297547952,0.6758912277065366,5019.29446498881,yes
1325,43,admin.,divorced,high.school,unknown,no,no,cellular,nov,thu,273,2,615,3,failure,-1.701208961100907,93.36808399595641,-36.79806041658686,0.7482736173931621,5001.912853298793,no
1326,28,self-employed,married,unknown,no,yes,no,cellular,nov,thu,272,2,1038,1,nonexistent,-1.978819717951585,93.16498992229177,-34.202476602161454,0.8109807972212719,4994.4108693403,yes
1327,28,admin.,married,unknown,no,yes,no,cellular,sep,fri,362,2,1012,-1,nonexistent,-2.024181522687664,93.02111552136559,-33.194269752912426,0.8879160706923892,4985.852961542316,no
1328,unknown,technician,married,university.degree,unknown,no,no,cellular,jul,thu,564,3,687,1,failure,-1.4649049020411455,93.74759021505024,-37.9983843990682,0.9778156677615648,4983.15318241345,yes
1329,unknown,technician,divorced,unknown,no,no,no,cellular,nov,fri,309,1,-826,3,success,-1.1118311320971839,94.32398330218403,-40.55777811403202,0.8289185950523505,4980.340829182848,yes
1330,33,technician,married,university.degree,unknown,no,no,cellular,jul,tue,246,2,1184,0,nonexistent,-1.3745545463168045,94.14121537875617,-42.86717150284347,0.8013104138308098,5003.962175549365,no
1331,40,services,single,high.school,no,unknown,no,cellular,nov,tue,75,1,858,1,failure,-3.3963001656917267,92.13814667252453,-26.01777211351701,0.6514740045511521,5049.028669609876,no
1332,33,blue-collar,unknown,unknown,unknown,yes,no,cellular,may,wed,206,-1,214,1,nonexistent,-3.003217771453914,93.18817742859517,-37.124141920320824,0.6712346895871634,5022.085652928625,yes
1333,unknown,blue-collar,single,high.school,no,no,no,cellular,jul,mon,183,4,865,0,nonexistent,-1.7331493828091369,93.75523202422512,-34.87172154935601,0.6954021422459269,4988.444868631026,no
1334,30,retired,divorced,university.degree,no,no,no,cellular,aug,tue,348,3,803,1,failure,-3.082940863565585,92.73700209310667,-27.831464443222234,0.7303018970921472,5015.793714852274,no
1335,24,student,unknown,unknown,unknown,yes,no,cellular,nov,thu,41,0,1193,1,nonexistent,-3.3990938756558338,91.64448791236852,-22.22943444744062,0.7003571200560321,5048.102880807118,no
1336,27,admin.,unknown,unknown,unknown,no,no,cellular,nov,wed,304,1,210,0,nonexistent,-3.361863406445661,91.98542561892111,-30.1974043156323,0.7855571816200977,5030.569567386316,no
1337,68,admin.,married,high.school,no,no,no,cellular,aug,tue,42,2,1291,1,failure,-2.54194968313399,93.08674169581305,-27.192721542506305,0.6772254889567748,5010.734353934176,no
1338,37,admin.,married,unknown,no,yes,no,cellular,nov,mon,144,1,-26,3,failure,-1.9417353884669644,92.99396615014655,-32.246721445530945,0.7348917105198431,5008.9307404913025,no
1339,35,admin.,divorced,university.degree,no,unknown,no,cellular,may,tue,132,1,1563,1,nonexistent,-3.201041618590174,92.9690282477889,-30.158530556799988,0.6513598104078551,5025.025497639741,no
1340,23,blue-collar,single,basic.4y,no,no,no,cellular,nov,tue,50,1,426,3,failure,-2.864122776603958,93.599668657547,-35.98452241829855,0.6747327429237076,5005.1262506722205,no
1341,unknown,self-employed,married,high.school,unknown,no,no,cellular,sep,thu,302,1,-214,3,failure,-1.1036814323006765,94.07650810120357,-38.500540697790505,1.0003490933015011,4974.591505228277,yes
1342,46,admin.,married,unknown,unknown,yes,no,cellular,may,wed,234,1,661,3,failure,-1.6133165977155477,93.63665004525947,-35.630839730875245,0.6959494623897086,5003.270870807008,yes
1343,33,housemaid,married,unknown,no,no,no,cellular,sep,mon,348,4,828,1,nonexistent,-1.7878338353787344,93.1938173907708,-32.639880306385415,0.8909601472958928,4993.853919810954,no
1344,32,blue-collar,divorced,high.school,unknown,no,no,cellular,may,wed,298,1,1084,-1,nonexistent,-2.6908615851344324,93.26764271250323,-33.24940928041756,0.6372149053421626,5022.177185437831,no
1345,unknown,retired,single,unknown,unknown,unknown,no,cellular,jul,wed,242,2,198,1,nonexistent,-1.1166144468477923,95.20633742423746,-49.08775596499633,0.7795675800495617,4976.536258347819,no
1346,unknown,retired,married,unknown,no,yes,no,cellular,jun,thu,437,2,1209,-1,nonexistent,-1.10202772918763,94.27719320131959,-42.180853686778114,0.9680763881759737,4966.064658671657,yes
1347,26,management,unknown,unknown,no,no,no,cellular,jul,thu,191,4,-219,2,failure,-2.4309268350582975,93.61547742004751,-38.68036061334485,0.8642412223906168,5019.104842870621,yes
1348,38,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,275,4,478,1,failure,-1.1266718635574775,93.93947455504203,-41.82707994566874,0.9280145988609069,4985.940954482713,no
1349,28,technician,single,unknown,no,no,no,cellular,jul,thu,182,1,778,1,failure,-2.904161193830838,93.51726521605565,-33.07577232794389,0.7469127133184278,4998.104759899479,yes
1350,unknown,retired,unknown,high.school,no,yes,no,cellular,sep,wed,155,3,275,2,failure,-1.1006859857368183,94.61744194403533,-43.5881324697775,0.856677717821177,4967.0832346962425,yes
1351,37,blue-collar,unknown,unknown,unknown,yes,no,cellular,aug,tue,201,2,696,1,failure,-3.187868962821592,92.4908070968447,-27.776750120599562,0.6425335216399546,5029.496893440968,yes
1352,40,admin.,married,university.degree,no,no,no,cellular,aug,thu,87,0,-187,2,nonexistent,-1.5140317106860763,93.40801005810462,-36.06300714497658,0.9846931355160918,4985.318538311615,no
1353,60,technician,married,university.degree,no,yes,no,cellular,jun,fri,259,2,640,0,nonexistent,-1.1511457900462543,94.00965513454216,-42.24821242395987,0.8625654281070103,4987.190993340372,no
1354,unknown,admin.,divorced,university.degree,no,unknown,no,cellular,sep,thu,2436,3,1088,0,nonexistent,-1.126758470979413,93.92212372249843,-36.86227488291397,0.7387939880682861,4981.610347653275,yes
1355,68,admin.,unknown,unknown,no,yes,no,cellular,may,fri,136,0,624,1,nonexistent,-3.3563575628961844,92.67815452647474,-25.316456649826826,0.6386086395956219,5025.546538942838,yes
1356,55,services,married,unknown,unknown,unknown,no,cellular,jul,tue,77,2,1406,-3,nonexistent,-3.194117858780847,92.93968878678295,-29.199321819019683,0.6433458560617704,5024.009957097594,no
1357,30,admin.,unknown,unknown,unknown,yes,no,cellular,jul,wed,244,-2,1548,-1,nonexistent,-1.1043900771168333,95.24169746499467,-52.31225674755577,0.998694691572539,4960.769194649824,no
1358,57,admin.,unknown,unknown,no,no,no,cellular,jul,mon,107,3,892,0,nonexistent,-1.1281914046464823,94.23030106389243,-44.28914255034101,0.8254965831883225,4984.871859536861,no
